,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
1676U13,June beetle,Per 100 g,85.0,15.7,1.6,0.0,5.0,258.0,100,TH
1677U12,Buffalo dung beetle,Per 100 g,124.0,17.2,4.3,1.3,5.9,293.0,100,TH
1678U14,Giant water bug,Per 100 g,174.0,19.8,8.3,2.8,4.3,84.0,100,TH
1679U15,True water beetle,Per 100 g,166.0,21.0,7.1,1.3,6.6,62.0,100,TH
167N100,"Paste, curry, matsaman (Nam phrik kaeng matsaman)",Per 100 g,218.0,4.3,18.2,4.3,10.1,4.6,100,TH
1680U16,"Bird nest, in light syrup, beverage",Per 100 g,60.0,0.4,0.0,14.3,0.3,60.0,100,TH
1681U21,"Spirulina, fresh",Per 100 g,37.0,7.5,0.8,0.0,4.1,84.0,100,TH
1682U20,"Spirulina, dried",Per 100 g,358.0,63.3,6.3,6.7,10.4,654.0,100,TH
1683U17,Bamboo caterpillar,Per 100 g,230.0,9.2,20.4,2.5,0.0,12.0,100,TH
1684U18,"Bamboo caterpillar, deep-fried",Per 100 g,644.0,25.5,55.3,11.0,0.0,609.0,100,TH
1685Z060001,Cracker,Serving,459.0,7.4,14.8,74.0,2.6,593.0,100,TH
1686Z060002,Cracker,Serving,472.0,8.3,16.6,72.2,2.8,611.0,100,TH
1687Z060003,"Cracker, baked, cheddar cheese, fish shape",Serving,457.0,10.0,16.6,66.6,0.0,633.0,100,TH
1688Z060004,"Cracker, butter, mini",Serving,550.0,10.0,30.0,60.0,2.3,567.0,100,TH
1689Z060005,"Cracker, cheese",Serving,490.0,6.6,23.3,63.3,0.0,667.0,100,TH
168N101,"Paste, curry, sour (Nam phrik kaeng som )",Per 100 g,134.0,7.2,1.1,20.6,6.0,5.2,100,TH
1690Z060006,"Cracker, cheese",Serving,535.0,8.1,28.5,61.2,0.0,388.0,100,TH
1691Z060007,"Cracker, cheese",Serving,490.0,10.0,23.3,60.0,0.0,633.0,100,TH
1692Z060008,"Cracker, cheese flavour, ring shape",Serving,508.0,6.0,28.0,58.0,0.0,590.0,100,TH
1693Z060009,"Cracker, cheese, caramel - seaweed coated",Serving,490.0,6.6,23.3,63.3,2.3,733.0,100,TH
1694Z060010,"Cracker, cheese, cream filling",Serving,417.0,6.6,16.6,60.0,2.3,633.0,100,TH
1695Z060011,"Cracker, cheese, white Chedda",Serving,520.0,6.6,26.6,63.3,0.0,700.0,100,TH
1696Z060012,"Cracker, cheese, buttermilk cream filling",Serving,500.0,6.6,20.0,73.3,0.0,467.0,100,TH
1697Z060013,"Cracker, cheese, cream filling",Serving,531.0,5.5,30.5,58.3,1.9,611.0,100,TH
1698Z060014,"Cracker, cheese, cream filling",Serving,557.0,6.6,36.6,50.0,0.0,433.0,100,TH
1699Z060015,"Cracker, chocolate cream filling",Serving,473.0,6.6,20.0,66.6,0.0,533.0,100,TH
169N99,"Paste, curry, sour, yellow (Nam phrik kaeng leung)",Per 100 g,111.0,6.3,1.4,15.6,4.7,4.2,100,TH
16A125,"Wheat, raw",Per 100 g,342.0,12.2,1.4,64.2,11.7,0.0,100,TH
1700Z060016,"Cracker, chocolate cream filling",Serving,312.0,9.3,0.0,68.7,0.0,500.0,100,TH
1701Z060017,"Cracker, chocolate cream filling, chocolate coated",Serving,520.0,8.0,24.0,68.0,0.0,260.0,100,TH
1702Z060018,"Cracker, chocolate, chocolate filling",Serving,463.0,7.4,18.5,66.6,2.6,56.0,100,TH
1703Z060019,"Cracker, cocoa cream filling",Serving,509.0,6.0,24.2,66.6,0.0,727.0,100,TH
1704Z060020,"Cracker, coffee cream filling",Serving,507.0,3.3,26.6,63.3,0.0,467.0,100,TH
1705Z060021,"Cracker, coffee cream filling",Serving,497.0,6.2,21.8,68.7,2.2,344.0,100,TH
1706Z060022,"Cracker, cream",Serving,440.0,10.0,13.3,70.0,2.3,433.0,100,TH
1707Z060023,"Cracker, cream cheese filling",Serving,507.0,6.6,26.6,60.0,0.0,400.0,100,TH
1708Z060024,"Cracker, cream, original",Serving,440.0,10.3,13.7,68.8,0.0,444.0,100,TH
1709Z060025,"Cracker, creamy sweeten condensed milk flavoured filling",Serving,503.0,6.6,23.3,66.6,0.0,500.0,100,TH
170N80,"Paste, chilli, dried, spicy (Nam prik narok)",Per 100 g,421.0,33.7,25.4,6.3,15.5,2.3,100,TH
1710Z060026,"Cracker, creamy vanilla flavoured filling",Serving,520.0,3.3,26.6,66.6,0.0,467.0,100,TH
1711Z060027,"Cracker, double layer, chocolate cream filling",Serving,481.0,9.3,18.7,68.7,0.0,500.0,100,TH
1712Z060028,"Cracker, double layer, creamy butter flavoured filling",Serving,520.0,8.0,24.0,68.0,2.8,600.0,100,TH
1713Z060029,"Cracker, double layer, creamy butter flavoured filling",Serving,484.0,6.2,21.8,65.6,0.0,594.0,100,TH
1714Z060030,"Cracker, double layer, creamy butter flavoured filling",Serving,484.0,6.2,21.8,65.6,0.0,594.0,100,TH
1715Z060031,"Cracker, double layer, strawberry flavoured filling",Serving,497.0,6.2,21.8,68.7,0.0,594.0,100,TH
1716Z060032,"Cracker, lemon flavoured cream filling",Serving,503.0,5.5,25.0,63.8,1.9,389.0,100,TH
1717Z060033,"Cracker, lemon flavoured cream filling",Serving,515.0,3.7,25.9,66.6,0.0,481.0,100,TH
1718Z060034,"Cracker, lemon flavoured cream filling",Serving,537.0,3.3,30.0,63.3,0.0,317.0,100,TH
1719Z060035,"Cracker, milk cream filling",Serving,548.0,7.4,29.6,62.9,0.0,389.0,100,TH
171N102,"Paste chilli, fried in oil",Per 100 g,396.0,5.0,23.5,37.9,6.3,1.4,100,TH
1720Z060036,"Cracker, milk cream filling",Serving,567.0,6.6,33.3,60.0,0.0,333.0,100,TH
1721Z060037,"Cracker, milk flavour",Serving,553.0,7.7,23.3,77.8,0.0,292.0,100,TH
1722Z060038,"Cracker, milk flavour",Serving,601.0,7.7,27.1,81.4,0.0,291.0,100,TH
1723Z060039,"Cracker, milk flavour",Serving,515.0,7.4,25.9,62.9,0.0,370.0,100,TH
1724Z060040,"Cracker, milk flavoured cream filling",Serving,517.0,5.5,27.7,61.1,0.0,389.0,100,TH
1725Z060041,"Cracker, milk, double layer, cream filling",Serving,509.0,9.3,21.8,68.7,0.0,531.0,100,TH
1726Z060042,"Cracker, mini, alphabet shape",Serving,403.0,6.0,15.1,60.6,3.0,303.0,100,TH
1727Z060043,"Cracker, mini, butter flavour",Serving,503.0,6.6,23.3,66.6,3.3,833.0,100,TH
1728Z060044,"Cracker, mini, chocolate",Serving,540.0,6.6,33.3,53.3,0.0,350.0,100,TH
1729Z060045,"Cracker, mini, pineapple jam filling",Serving,425.0,3.3,11.6,76.6,2.3,267.0,100,TH
172N105,"Paste, chilli, with horseshoe crabe (Nam prik mang-da)",Per 100 g,196.0,9.4,3.2,27.5,9.2,2.6,100,TH
1730Z060046,"Cracker, oat, raisin",Serving,478.0,11.1,18.5,66.6,7.4,463.0,100,TH
1731Z060047,"Cracker, olive oil and rosemary",Serving,458.0,11.1,13.8,72.2,0.0,347.0,100,TH
1732Z060048,"Cracker, orange cream filling",Serving,542.0,5.5,30.5,61.1,1.9,139.0,100,TH
1733Z060049,"Cracker, orginal",Serving,406.0,9.6,6.4,77.4,0.0,581.0,100,TH
1734Z060050,"Cracker, original",Serving,493.0,6.6,26.6,56.6,0.0,767.0,100,TH
1735Z060051,"Cracker, original",Serving,473.0,6.6,20.0,66.6,2.3,1.1,100,TH
1736Z060052,"Cracker, original",Serving,490.0,6.6,23.3,63.3,3.3,400.0,100,TH
1737Z060053,"Cracker, original",Serving,524.0,8.0,28.0,60.0,0.0,360.0,100,TH
1738Z060054,"Cracker, original",Serving,503.0,6.6,23.3,66.6,2.3,533.0,100,TH
1739Z060055,"Cracker, paprika flavour",Serving,487.0,10.0,20.0,66.6,2.3,900.0,100,TH
173N153,"Sauce, satay",Per 100 g,289.0,3.6,21.0,20.5,1.7,490.0,100,TH
1740Z060056,"Cracker, peanut butter cream filling",Serving,507.0,10.0,26.6,56.6,2.3,417.0,100,TH
1741Z060057,"Cracker, pineapple filling",Serving,438.0,5.8,14.7,70.5,2.1,368.0,100,TH
1742Z060058,"Cracker, pineapple jam filling",Serving,425.0,3.3,11.6,76.6,2.3,267.0,100,TH
1743Z060059,"Cracker, potato",Serving,473.0,8.1,16.3,73.4,0.0,490.0,100,TH
1744Z060060,"Cracker, potato, original",Serving,503.0,6.6,23.3,66.6,0.0,893.0,100,TH
1745Z060061,"Cracker, potato, seaweed and japanese sauce flavour",Serving,520.0,6.6,26.6,63.3,0.0,757.0,100,TH
1746Z060062,"Cracker, potato, sour cream and onion flavour",Serving,503.0,6.6,23.3,66.6,0.0,743.0,100,TH
1747Z060063,"Cracker, puff",Serving,503.0,6.6,23.3,66.6,0.0,367.0,100,TH
1748Z060064,"Cracker, puff",Serving,520.0,8.0,24.0,68.0,0.0,360.0,100,TH
1749Z060065,"Cracker, puff, strawberry yoghurt cream filling",Serving,537.0,6.6,30.0,60.0,10.0,467.0,100,TH
174N112,"Marinade powder, for roast pork",Per 100 g,281.0,2.4,1.0,64.3,2.6,7.8,100,TH
1750Z060066,"Cracker, roasted sesame flavour",Serving,439.0,12.2,14.8,64.0,0.0,852.0,100,TH
1751Z060067,"Cracker, salted",Serving,473.0,6.6,20.0,66.6,0.0,667.0,100,TH
1752Z060068,"Cracker, sesame flavour",Serving,410.0,12.0,10.0,68.0,0.0,1.0,100,TH
1753Z060069,"Cracker, sesame seed",Serving,421.0,9.6,8.0,77.4,0.0,548.0,100,TH
1754Z060070,"Cracker, sesame seed topping",Serving,481.0,9.3,18.7,68.7,3.1,562.0,100,TH
1755Z060071,"Cracker, sour cream and onion flavour",Serving,460.0,10.0,20.0,60.0,0.0,1.1,100,TH
1756Z060072,"Cracker, soy, plain",Serving,445.0,12.5,15.0,65.0,0.0,425.0,100,TH
1757Z060073,"Cracker, strawberry cream filling",Serving,548.0,7.4,29.6,62.9,0.0,407.0,100,TH
1758Z060074,"Cracker, vanilla cream filling, chocolate coated",Serving,484.0,4.0,20.0,72.0,0.0,260.0,100,TH
1759Z060075,"Cracker, vegetable",Serving,503.0,10.0,23.3,63.3,3.3,600.0,100,TH
175N36,"Lime, pickled",Per 100 g,46.0,0.5,0.1,10.8,0.0,0.0,100,TH
1760Z060076,"Cracker, wheat germ, salted",Serving,500.0,9.3,25.0,59.3,0.0,750.0,100,TH
1761Z060077,"Cracker, whole grain, baked, cheddar cheese, fish shape",Serving,487.0,13.3,20.0,63.3,0.0,667.0,100,TH
1762Z060078,"Cracker, whole wheat",Serving,433.0,11.1,11.1,72.2,0.0,583.0,100,TH
1763Z060079,"Cracker, whole wheat",Serving,507.0,6.6,26.6,60.0,0.0,533.0,100,TH
1764Z060080,"Cracker, whole wheat",Serving,490.0,6.6,23.3,63.3,0.0,567.0,100,TH
1765Z060081,"Cracker, whole wheat cream",Serving,503.0,10.0,23.3,63.3,3.3,433.0,100,TH
1766A16,"Corn, sweet, whole kernel, yellow, boiled",Per 100 g,107.0,2.8,5.3,10.4,3.3,37.0,100,TH
1767N72,"Sauce, fish, grade 1, per 100 ml",Per 100 g,63.0,8.8,0.0,6.8,0.0,9.2,100,TH
1768C100,"Mung bean, dehulled, split, steamed",Per 100 g,177.0,12.0,1.7,25.9,4.3,1.0,100,TH
1769C122,"Hoary basil, seed, raw",Per 100 g,316.0,14.8,15.9,0.0,56.8,30.0,100,TH
176N157,"Sweet basil (Italian basil ), leaves, fresh",Per 100 g,30.0,3.2,0.2,1.3,4.8,12.0,100,TH
1770D293,"Asparagus, blanched",Per 100 g,20.0,2.1,0.2,1.2,2.5,14.0,100,TH
1771E5,"Banana, Nom-sao variety, ripe",Per 100 g,75.0,0.9,0.2,14.0,6.9,0.0,100,TH
1772E118,"Sa-mor, pickled",Per 100 g,86.0,1.0,2.8,14.1,0.0,0.0,100,TH
1773E184,"Pineapple, canned in syrup",Per 100 g,67.0,0.4,0.0,15.9,1.0,11.0,100,TH
1774E187,"Orange, dried",Per 100 g,326.0,2.2,0.4,72.5,11.7,171.0,100,TH
1775F152,"Pork, marinated, sun-dried, grilled",Per 100 g,303.0,39.1,10.0,14.2,0.0,1.4,100,TH
1776G5,"Prawn, giant tiger, head-off, fresh, frozen",Per 100 g,88.0,20.0,0.9,0.0,0.0,114.0,100,TH
1777G73,"Batrachian walking catfish, raw",Per 100 g,112.0,20.2,2.5,2.1,0.0,108.0,100,TH
1778G225,"Sausage, Chinese, fish",Per 100 g,318.0,18.4,12.7,32.2,0.0,0.0,100,TH
1779G65,"Fermented fish (Pla-ra), flesh (large size/whole), mixed fish varieties",Per 100 g,133.0,20.4,3.8,4.2,0.0,5.7,100,TH
177C126,"Chestnut, local varieties, northern, steamed",Per 100 g,136.0,4.0,0.5,25.5,6.7,46.0,100,TH
1780T171,"Cake, Moon cake, durian and egg filled",Per 100 g,375.0,7.0,14.1,53.3,3.2,83.0,100,TH
1781T272,Miang kham (leaf wrapped bites),Per 100 g,274.0,5.4,13.2,29.5,7.4,333.0,100,TH
178C127,"Chestnut, raw",Per 100 g,217.0,3.8,1.8,46.5,0.0,0.0,100,TH
179C65,"Jackfruit, seeds, fresh, raw",Per 100 g,153.0,5.5,0.2,32.2,0.0,0.0,100,TH
17A31,"Rice, brown, glutinous, raw",Per 100 g,365.0,8.3,3.1,74.7,1.9,15.0,100,TH
180C2,"Sesame, seeds, white, roasted",Per 100 g,698.0,26.1,64.5,3.2,0.0,0.0,100,TH
181C1,"Sesame, seeds, white, raw",Per 100 g,583.0,20.1,51.0,0.0,21.4,20.0,100,TH
182C4,"Sesame, seeds, black, roasted",Per 100 g,594.0,23.3,52.1,0.0,15.7,0.0,100,TH
183C3,"Sesame, seeds, black, raw",Per 100 g,555.0,19.4,45.9,6.3,19.2,69.0,100,TH
184C128,"Sesame seeds, black, oven dried",Per 100 g,594.0,20.6,51.9,2.7,15.7,0.0,100,TH
185C69,"Rambutan, seeds, boiled",Per 100 g,397.0,6.7,28.7,27.7,0.0,0.0,100,TH
186C5,"Catjang cowpea, mature seeds, white, dried, raw",Per 100 g,352.0,22.4,2.3,60.3,0.0,0.0,100,TH
187C99,"Mungbean, dehulled, split, deep-fried, salted",Per 100 g,471.0,20.3,20.9,47.4,5.5,225.0,100,TH
188C15,"Mung bean, mature seeds, dried, raw",Per 100 g,302.0,22.9,1.5,35.8,26.1,68.0,100,TH
189C14,"Snap bean, mature seeds, dried, raw",Per 100 g,367.0,23.3,5.7,55.4,0.0,0.0,100,TH
18A22,"Rice, glutinous, polished, raw",Per 100 g,354.0,6.3,0.6,80.4,0.5,12.0,100,TH
190C6,"Cowpea, mature seeds, black, dried, raw",Per 100 g,316.0,23.9,2.3,40.0,19.7,9.0,100,TH
191C17,"Rice bean (Tooa dang), seeds, roasted",Per 100 g,328.0,24.3,1.8,40.1,26.6,0.0,100,TH
192C16,"Rice bean, mature seeds, red, dried, raw",Per 100 g,302.0,22.9,2.2,34.4,26.6,16.0,100,TH
193C18,"Kidney bean, mature seeds, red, dried, raw",Per 100 g,296.0,20.3,1.8,36.7,25.4,0.0,100,TH
194C19,"Red Indian bean, mature seeds, dried, raw",Per 100 g,356.0,19.3,1.7,65.8,0.0,0.0,100,TH
195C21,"Rice bean, mature seeds, red, dried, raw",Per 100 g,354.0,19.6,1.5,65.3,0.0,0.0,100,TH
196C20,"Rice bean, mature seeds, mixed colours, dried, raw",Per 100 g,353.0,19.4,1.5,65.2,0.0,0.0,100,TH
197C22,"Rice bean, mature seeds, yellow, dried, raw",Per 100 g,352.0,19.4,1.5,65.2,0.0,0.0,100,TH
198C23,"Rice bean, mature seeds, yellow-green, dried, raw",Per 100 g,352.0,19.2,1.6,65.2,0.0,0.0,100,TH
199C8,"Sweet pea, mature seeds, dried, raw",Per 100 g,354.0,23.1,1.2,62.7,0.0,0.0,100,TH
19A23,"Rice, glutinous, polished, steamed",Per 100 g,232.0,4.5,0.2,52.9,0.3,13.0,100,TH
1A117,"Rice, brown, germinated, steamed",Per 100 g,152.0,3.1,1.1,31.7,1.2,0.0,100,TH
200C9,"Sweet pea, mature seeds, dehulled, dried, raw",Per 100 g,352.0,22.1,1.4,62.6,0.0,0.0,100,TH
201C10,"Broad bean, mature seeds, dried, raw",Per 100 g,349.0,22.1,1.5,61.7,0.0,0.0,100,TH
202C26,"Hyacinth / lablab bean, mature seeds, dried, raw",Per 100 g,350.0,31.1,0.8,54.7,0.0,0.0,100,TH
203C27,"Hyacinth / lablab bean, mature seeds, roasted",Per 100 g,371.0,29.2,2.9,56.9,0.0,0.0,100,TH
204C28,"Hyacinth / lablab bean, mature seeds, deep-fried",Per 100 g,449.0,22.9,15.4,54.8,0.0,0.0,100,TH
205C104,"Jack bean, mature seeds, red, dried, raw",Per 100 g,289.0,22.0,1.4,33.6,27.2,0.0,100,TH
206C11,"Yardlong bean, mature seeds, dried, raw",Per 100 g,347.0,27.5,1.7,55.4,0.0,0.0,100,TH
207C12,"Cowpea, mature seeds, mixed colours, dried, raw",Per 100 g,357.0,24.1,2.0,60.6,0.0,15.0,100,TH
208C13,"Winged bean, mature seeds, dried, raw",Per 100 g,424.0,34.1,15.5,36.9,0.0,0.0,100,TH
209C31,"Soybean, young seeds, dried, raw",Per 100 g,172.0,14.9,7.5,11.0,0.0,92.0,100,TH
20A24,"Rice, glutinous, black variety, raw",Per 100 g,350.0,7.4,2.8,71.0,4.9,0.0,100,TH
210C105,"Soybean, young seeds, boiled",Per 100 g,155.0,14.4,7.9,3.0,7.2,2.0,100,TH
211C34,"Pea, mature seeds, dried, raw",Per 100 g,341.0,23.6,1.0,59.4,0.0,0.0,100,TH
212C35,"Butterfly pea, mature seeds, dried, raw",Per 100 g,354.0,25.5,2.1,58.2,0.0,0.0,100,TH
213C36,"Butterfly pea, mature seeds, dehulled, dried, raw",Per 100 g,353.0,26.6,2.2,56.6,0.0,0.0,100,TH
214C106,"Peanut, roasted, without seed coat",Per 100 g,613.0,26.3,48.6,14.4,6.2,2.0,100,TH
215C107,"Peanut, boiled, with seed coat",Per 100 g,147.0,1.4,3.2,25.0,6.2,0.0,100,TH
216C37,"Peanut, mature seeds, with seed coat, raw",Per 100 g,555.0,24.7,45.8,1.0,19.7,16.0,100,TH
217C30,"Rice bean, mature seeds, roasted",Per 100 g,359.0,20.4,1.3,66.4,0.0,0.0,100,TH
218C29,"Rice bean, mature seeds, dried, raw",Per 100 g,345.0,18.1,1.2,65.3,0.0,9.0,100,TH
219C38,"Bambara groundnut, fresh, raw",Per 100 g,180.0,8.4,3.8,28.1,0.0,0.0,100,TH
21A32,"Rice, glutinous, black variety, steamed",Per 100 g,215.0,4.2,1.0,46.2,1.8,0.0,100,TH
220C39,"Bambara groundnut, boiled",Per 100 g,160.0,7.1,2.8,26.5,0.0,0.0,100,TH
221C110,"Soybean, mature seeds, boiled",Per 100 g,175.0,14.8,9.8,2.6,8.3,20.0,100,TH
222C33,"Soybean, mature seed, dried, raw",Per 100 g,390.0,35.8,18.1,9.8,21.9,17.0,100,TH
223C66,"Sunflowers, seed kernel, dried, raw",Per 100 g,608.0,23.4,52.1,5.8,11.1,36.0,100,TH
224C129,"Ginko, seed, hulled",Per 100 g,191.0,5.2,1.9,38.3,0.0,0.0,100,TH
225C95,"Pumpkin, seed kernels, roasted",Per 100 g,593.0,25.6,49.0,9.7,5.2,24.0,100,TH
226C96,"Pumpkin, seed curnels, different varieties, salted baked",Per 100 g,554.0,22.9,45.6,15.8,5.9,1.1,100,TH
227C67,"Pumpkin, seed kernels, raw",Per 100 g,384.0,16.8,32.4,2.7,6.7,16.0,100,TH
228C115,"Pumpkin, seed kernels, salted",Per 100 g,578.0,33.4,45.4,4.3,9.4,436.0,100,TH
229C71,"Tamarind seed, roasted",Per 100 g,386.0,14.3,7.4,65.3,0.0,88.0,100,TH
22A126,"Oats, raw",Per 100 g,361.0,10.8,5.9,61.3,9.9,0.0,100,TH
230C72,"Cashew nut, fresh, raw",Per 100 g,299.0,11.5,23.0,9.2,4.5,0.0,100,TH
231C73,"Cashew nut, roasted",Per 100 g,597.0,19.5,44.8,29.0,0.0,0.0,100,TH
232C85,"Cashew nut, dried, raw",Per 100 g,602.0,18.9,46.9,23.4,4.9,173.0,100,TH
233C74,"Cashew nut, baked",Per 100 g,589.0,23.3,41.7,29.9,0.0,0.0,100,TH
234C116,"Macadamia, natural flavour",Per 100 g,774.0,7.6,78.5,6.9,5.0,11.0,100,TH
235C130,Macadamia nut,Per 100 g,731.0,8.2,72.5,6.3,10.0,8.0,100,TH
236C123,"Hoary basil, seed, soaked, raw",Per 100 g,15.0,0.8,0.6,0.0,3.1,0.0,100,TH
237C79,"Noodles, Mungbean sheets, dried (Shanghai-style noodles)",Per 100 g,360.0,0.2,0.1,88.7,1.8,7.0,100,TH
238C43,"Soybean paste (Tau-jieo), white",Per 100 g,107.0,10.7,3.6,7.7,0.0,2.5,100,TH
239C44,"Soybean paste (Tau-jieo), black",Per 100 g,88.0,8.1,3.3,6.3,0.0,0.0,100,TH
23A25,Wheat germ,Per 100 g,385.0,32.5,10.9,31.8,14.6,0.0,100,TH
240C45,"Soybean curd (tofu), dried",Per 100 g,512.0,53.8,30.3,6.0,0.0,92.0,100,TH
241C48,"Soybean curd (tofu), white, hard",Per 100 g,126.0,12.8,7.1,0.0,4.8,70.0,100,TH
242C49,"Soybean curd (tofu), white, hard, high calcium",Per 100 g,103.0,10.8,5.7,2.1,0.0,67.0,100,TH
243C46,"Soybean curd (tofu), white, firm-type, packed in a box",Per 100 g,61.0,6.9,2.9,1.1,0.9,37.0,100,TH
244C50,"Soybean curd (tofu), white, soft",Per 100 g,63.0,6.2,3.6,0.1,2.5,22.0,100,TH
245C47,"Soybean curd (tofu), white, soft-type, packed in a box",Per 100 g,59.0,6.3,3.0,1.1,0.8,29.0,100,TH
246C51,"Soybean curd (tofu), white, soft, packed in a pouch",Per 100 g,57.0,5.1,3.1,1.2,1.5,23.0,100,TH
247C53,"Soybean curd (tofu), cube, dried, deep-fried",Per 100 g,425.0,25.2,31.9,7.7,2.5,121.0,100,TH
248C58,"Soybean cheese, fermented tofu",Per 100 g,129.0,11.2,5.2,9.2,0.0,3.7,100,TH
249C55,"Soybean curd (tofu), yellow, hard",Per 100 g,120.0,12.1,6.2,3.9,0.0,969.0,100,TH
24A37,"Rice bran, roasted",Per 100 g,397.0,14.0,21.4,21.0,32.4,0.0,100,TH
250C56,"Soybean curd (tofu), yellow, dried",Per 100 g,468.0,50.6,26.0,7.7,0.0,8.0,100,TH
251C57,"Soybean curd (tofu), yellow, dried, deep-fried",Per 100 g,613.0,34.0,51.5,3.3,0.0,1.7,100,TH
252C25,"Soybean, fermented (Tooa-nao), fresh",Per 100 g,167.0,17.9,6.6,9.1,0.0,0.0,100,TH
253C24,"Soybean, fermented (Tooa-nao), dried",Per 100 g,443.0,45.0,24.8,0.6,18.4,2.0,100,TH
254C63,"Soybean powder, full fat",Per 100 g,450.0,35.8,21.5,25.3,6.0,54.0,100,TH
255C64,"Soybean powder, defatted",Per 100 g,330.0,48.8,1.1,22.6,17.0,226.0,100,TH
256C101,"Soy protein (Kaset protein), dried",Per 100 g,357.0,0.1,0.0,88.6,0.9,4.0,100,TH
257C114,"Soy protein (Kaset protein), soaked and cooked",Per 100 g,66.0,10.2,1.7,0.9,2.9,0.0,100,TH
258C97,"Soy protein (Kaset protein), dried",Per 100 g,336.0,50.1,3.3,17.2,18.0,0.0,100,TH
259C40,"Soybean sheet, soaked",Per 100 g,120.0,11.6,7.6,0.1,1.7,0.0,100,TH
25A94,"Job's tears, seeds, raw",Per 100 g,363.0,14.0,3.1,67.8,3.5,0.0,100,TH
260C41,"Soybean sheet, dried",Per 100 g,512.0,53.8,30.3,6.0,0.0,92.0,100,TH
261C132,"Lotus, seeds, raw",Per 100 g,332.0,19.2,2.1,54.1,10.1,0.0,100,TH
262C133,"Lotus, seeds, steamed",Per 100 g,157.0,10.3,0.5,27.9,0.0,0.0,100,TH
263C124,"Mungbean noodles,soaked 15 min, blanched 3 min",Per 100 g,83.0,0.0,0.0,20.1,1.3,2.0,100,TH
264C77,"Mungbean, noodles, dried",Per 100 g,355.0,0.1,0.2,85.7,4.9,7.0,100,TH
265C78,"Mungbean, noodles, instant, with seasonings, mix flavours",Per 100 g,341.0,1.6,4.6,72.3,1.6,3.0,100,TH
266D1,"Roselle (Red sorrel), leaves, raw",Per 100 g,57.0,1.7,0.1,12.3,0.0,0.0,100,TH
267D2,"Okra (Lady's finger), young pods, raw",Per 100 g,26.0,1.5,0.2,2.5,4.2,0.0,100,TH
268D261,"Okra (Lady's finger), young pods, boiled",Per 100 g,17.0,1.2,0.1,1.1,3.0,0.0,100,TH
269D185,"Siam tulip, flowers, raw",Per 100 g,34.0,1.2,0.6,5.7,0.0,45.0,100,TH
26A39,"Job's tears, seeds, boiled",Per 100 g,147.0,4.5,2.3,26.5,0.8,0.0,100,TH
270D186,"Ros Jig Indian Oak, flowers, raw",Per 100 g,66.0,2.3,0.1,13.7,0.0,0.0,100,TH
271D4,"Horse-tamarind, mature pods, raw",Per 100 g,93.0,8.7,1.2,5.0,13.4,22.0,100,TH
272D5,"Horse-tamarind, young pods, raw",Per 100 g,53.0,4.2,0.4,3.7,8.9,29.0,100,TH
273D6,"Horse-tamarind, seeds, raw",Per 100 g,152.0,11.8,1.3,22.9,0.0,0.0,100,TH
274D3,"Horse-tamarind, tender tips, raw",Per 100 g,68.0,9.0,0.3,4.1,6.1,33.0,100,TH
275D7,"Garlic, leaves and stems, raw",Per 100 g,33.0,2.7,0.8,1.9,3.8,0.0,100,TH
276D9,"Cauliflower, raw",Per 100 g,28.0,2.4,0.2,3.0,2.0,45.0,100,TH
277D10,"Cabbage, raw",Per 100 g,24.0,1.4,0.1,3.2,1.6,25.0,100,TH
278D262,"Cabbage, red, raw",Per 100 g,0.0,0.0,0.0,0.0,2.6,22.0,100,TH
279D11,"Chive, Chinese, leaves, white, raw",Per 100 g,28.0,2.3,0.1,4.5,0.0,0.0,100,TH
27A43,"Pasta, Chinese, squares shape sheet, roled (kuay-jap), boiled",Per 100 g,133.0,1.6,0.0,31.1,0.4,20.0,100,TH
280D12,"Chive, Chinese, flowers, raw",Per 100 g,34.0,2.4,0.2,4.1,2.9,11.0,100,TH
281D13,"Chive, Chinese, leaves, raw",Per 100 g,26.0,2.2,0.2,2.2,3.2,17.0,100,TH
282D14,"Cowslip creeper, flowers, raw",Per 100 g,78.0,5.0,1.1,12.1,0.0,0.0,100,TH
283D263,"Cowslip creeper, flowers, boiled",Per 100 g,29.0,2.7,0.4,1.9,3.1,0.0,100,TH
284D15,"Jackfruit, unripe, raw",Per 100 g,35.0,1.7,0.6,2.1,7.0,0.0,100,TH
285D188,"Galanga, flowers, raw",Per 100 g,54.0,1.6,0.0,11.7,0.0,0.0,100,TH
286D16,"Corn, baby, raw",Per 100 g,27.0,2.5,0.1,2.8,1.6,3.0,100,TH
287D20,"Cassia, flowers, raw",Per 100 g,81.0,4.2,0.3,10.4,9.8,0.0,100,TH
288D21,"Cassia, leaves, raw",Per 100 g,71.0,6.1,0.6,7.8,4.9,29.0,100,TH
289D312,"Cassia, leaves and tips, raw",Per 100 g,87.0,7.7,1.4,5.3,5.6,0.0,100,TH
28A44,"Noodles, Vietnamese, cooked",Per 100 g,116.0,1.3,0.1,26.8,0.8,16.0,100,TH
290D264,"Cassia, leaves and tips, boiled",Per 100 g,42.0,4.8,0.9,0.6,6.1,0.0,100,TH
291D22,"Cassia, tender tips, raw",Per 100 g,65.0,4.4,0.9,9.7,0.0,45.0,100,TH
292D23,"Brussels sprouts, raw",Per 100 g,30.0,3.2,0.2,1.8,3.7,15.0,100,TH
